"marca","modello","regione","zona_geografica","prezzo_auto","anno_prod","carrozzeria","tipo_di_veicolo","trazione","posti","porte","per_neopatentati","chilometraggio","kW","cv","cilindrata","marce","cilindri","carburante","classe_emissioni","colore","metallizzata","materiale","ibrida","usato_garantito","veicolo_non_fumatori","finiture","tagliandi_certificati","peso","emissioni","consumi","autoradio","isofix","park.distance.control","cruise.control","fendinebbia","bluetooth","volante.in.pelle","climatizzatore","sensori.parcheggio","volante.multifunzione","usb","computer.di.bordo","controllo.pressione.gomme","sedile.posteriore.sdoppiato","cerchi.in.lega","controllo.automatico.trazione","immobilizer","airbag.testa","bracciolo","sensore.luminosita","start.stop","navigatore","autoradio.digitale","frenata.emergenza","touch.screen","chiusura.centralizzata.telecomandata","sensore.pioggia","clima.automatico","mp3","fari.led","vivavoce","controllo.elettronico.corsia","android.auto","apple.car.play","hill.holder","telecamera.posteriore","limitatore.velocita","vetri.oscurati","sound.system","luci.diurne.led","luci.diurne","riconoscimento.segnali","sensori.parcheggio.anteriori","kit.antipanne","antifurto"
"Jeep ","Compass","Lombardia","Nord Ovest",17500,2019,"SUV","Usato","4x4",5,5,"No",79999,103,140,1956,"Automatico",4,"Gasolio","Euro 6 Plus","Grigia","No","Pelle","No","No","Non dichiarato","Nere","No",1615,157,6.2,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
"Jeep ","Compass","Piemonte","Nord Ovest",19490,2018,"SUV","Usato",NA,5,5,"No",87440,103,140,1956,"Automatico",4,"Gasolio","Euro 6","Bianca","No","Pelle","No","No","Non dichiarato","Nere","No",1619,148,5.7,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1
"Jeep ","Compass","Emilia-Romagna","Centro",19890,2019,"SUV","Usato","4x4",5,5,"No",91303,103,140,1956,"6 o piu",4,"Gasolio","Euro 6","Bianca","Si","Pelle","No","No","Non dichiarato","Nere","No",1540,161,6.1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
"Jeep ","Compass","Toscana","Centro",15900,2018,"SUV","Usato","Anteriore",5,5,"No",125130,88,120,1598,"6 o piu",4,"Gasolio","Euro 6","Non specificato","No","Pelle","No","No","Non dichiarato","Non specificato","No",1430,117,4.4,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"Volkswagen ","T-Cross","Lazio","Centro",15490,2021,"SUV","Usato","Anteriore",5,5,"No",53877,81,110,999,"6 o piu",3,"Benzina","Euro 6","Bianca","Si","Stoffa","No","No","Non dichiarato","Grigie","Si",1267,132,5.8,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",16900,2021,"SUV","Usato","Anteriore",NA,NA,"No",46927,70,95,999,NA,NA,"Benzina","Euro 6 Plus","Grigia","No","Altro","No","6-12 mesi","Non dichiarato","Nere","No",1267,130,4.5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"Volkswagen ","T-Cross","Piemonte","Nord Ovest",17190,2020,"SUV","Usato",NA,5,5,"No",39700,85,116,999,"6 o piu",3,"Benzina","Euro 6 Plus","Grigia","No","Altro","No","No","Non dichiarato","Grigie","No",1255,132,4.9,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
"Volkswagen ","T-Cross","Lazio","Centro",19020,2022,"SUV","Usato","Anteriore",5,5,"No",19717,81,110,999,"Automatico",3,"Benzina","Euro 6 Plus","Grigia","Si","Altro","No","No","Non dichiarato","Non specificato","No",1298,146,6.4,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Volkswagen ","T-Cross","Lazio","Centro",16490,2021,"SUV","Usato","Anteriore",5,5,"No",72000,81,110,999,"Automatico",3,"Benzina","Euro 6 Plus","Nera","Si","Stoffa","No","24-36 mesi","Non dichiarato","Nere","Si",1275,112,4.9,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"Volkswagen ","T-Cross","Lazio","Centro",18820,2020,"SUV","Usato","Anteriore",5,5,"No",21045,85,116,999,"Automatico",3,"Benzina","Euro 6 Plus","Nera","No","Altro","No","No","Non dichiarato","Non specificato","No",1275,140,6.2,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Volkswagen ","T-Cross","Campania","Sud",16990,2021,"SUV","Usato","Anteriore",5,5,"No",22563,70,95,999,"5",3,"Benzina","Euro 6","Grigia","No","Altro","No","6-12 mesi","Non dichiarato","Non specificato","No",1267,110,4.9,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"Volkswagen ","T-Cross","Lazio","Centro",19520,2022,"SUV","Usato","Anteriore",5,5,"No",10,70,95,999,"5",3,"Benzina","Euro 6","Bianca","No","Altro","No","No","Non dichiarato","Nere","No",1267,110,4.9,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",15690,2020,"SUV","Usato","Anteriore",5,5,"No",49750,70,95,1598,"5",4,"Gasolio","Euro 6 Plus","Colorata","Si","Stoffa","No","No","Non dichiarato","Non specificato","No",1290,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Cross","Campania","Sud",16990,2020,"SUV","Usato","Anteriore",5,5,"No",20608,70,95,999,"5",3,"Benzina","Euro 6","Grigia","Si","Altro","No","6-12 mesi","Non dichiarato","Grigie","No",1267,110,4.9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Cross","Lazio","Centro",16950,2020,"SUV","Usato","Anteriore",5,5,"No",45218,70,95,999,"6 o piu",3,"Benzina","Euro 6","Colorata","Si","Altro","No","24-36 mesi","Non dichiarato","Grigie","No",1170,112,4.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",17900,2020,"SUV","Usato","Anteriore",5,5,"No",22700,70,95,999,"5",3,"Benzina","Euro 6","Bianca","No","Altro","No","No","Non dichiarato","Nere","No",1267,110,4.9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",20100,2020,"SUV","Usato","Anteriore",5,5,"No",45866,81,110,999,"Automatico",3,"Benzina","Euro 6 Plus","Grigia","No","Altro","No","No","Non dichiarato","Non specificato","No",1298,147,6.4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",16600,2020,"SUV","Usato","Anteriore",5,5,"No",43456,70,95,999,"5",3,"Benzina","Euro 6 Plus","Nera","No","Altro","No","No","Non dichiarato","Nere","No",1267,130,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Volkswagen ","T-Cross","Lazio","Centro",16450,2019,"SUV","Usato","Anteriore",5,5,"No",41610,70,95,999,"6 o piu",3,"Benzina","Euro 6","Grigia","Si","Altro","No","6-12 mesi","Non dichiarato","Grigie","No",1170,112,4.9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Cross","Lazio","Centro",15920,2020,"SUV","Usato","Anteriore",5,5,"No",60505,70,95,999,"5",3,"Benzina","Euro 6 Plus","Colorata","No","Altro","No","No","Non dichiarato","Non specificato","No",1267,130,5.8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Volkswagen ","T-Cross","Lazio","Centro",19420,2021,"SUV","Usato","Anteriore",5,5,"No",32834,81,110,999,"Automatico",3,"Benzina","Euro 6 Plus","Bianca","No","Altro","No","No","Non dichiarato","Non specificato","No",1298,147,6.4,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Volkswagen ","T-Cross","Lazio","Centro",17420,2020,"SUV","Usato","Anteriore",5,5,"No",52611,85,116,999,"6 o piu",3,"Benzina","Euro 6 Plus","Grigia","No","Altro","No","No","Non dichiarato","Nere","No",1255,132,5.8,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Volkswagen ","T-Cross","Lombardia","Nord Ovest",19490,2021,"SUV","Usato","Anteriore",5,5,"No",17270,81,110,999,"6 o piu",3,"Benzina","Euro 6","Grigia","No","Altro","No","No","Non dichiarato","Non specificato","No",1202,110,4.8,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Nissan ","Qashqai","Toscana","Centro",15900,2019,"SUV","Usato",NA,5,5,"No",89000,85,116,1461,"6 o piu",4,"Gasolio","Euro 6 Plus","Nera","No","Stoffa","No","No","Non dichiarato","Nere","No",1535,100,3.8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
"Nissan ","Qashqai","Lazio","Centro",14800,2018,"SUV","Usato","Anteriore",5,5,"No",52000,81,110,1461,"6 o piu",4,"Gasolio","Euro 6","Bianca","No","Stoffa","No","No","Non dichiarato","Nere","No",1454,99,3.8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
"Nissan ","Qashqai","Lombardia","Nord Ovest",19900,2022,"SUV","Usato","Anteriore",5,5,"No",64548,103,140,1332,"6 o piu",4,"Benzina","Euro 6 Plus","Bianca","No","Stoffa","Si","6-12 mesi","Si","Nere","Si",1370,123,5.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"Nissan ","Qashqai","Piemonte","Nord Ovest",8500,2011,"SUV","Usato","Anteriore",5,5,"No",120000,96,131,1598,"6 o piu",4,"Gasolio","Euro 5","Nera","No","Pelle","No","No","Non dichiarato","Non specificato","No",1498,129,4.9,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Nissan ","Qashqai","Lombardia","Nord Ovest",13800,2017,"SUV","Usato","Anteriore",5,5,"No",72816,81,110,1461,"6 o piu",4,"Gasolio","Euro 6","Bianca","No","Stoffa","No","No","Non dichiarato","Nere","No",1380,103,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
"Nissan ","Qashqai","Emilia-Romagna","Centro",7300,2013,"SUV","Usato","Anteriore",5,5,"No",142130,86,117,1598,"5",4,"GPL","Euro 5","Grigia","Si","Stoffa","No","No","Si","Non specificato","No",1375,144,6.2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nissan ","Qashqai","Veneto","Nord Est",7800,2013,"SUV","Usato","Anteriore",5,5,"No",154000,81,110,1461,"6 o piu",4,"Gasolio","Euro 5","Nera","Si","Stoffa","No","6-12 mesi","Si","Non specificato","No",1493,137,5.2,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nissan ","Qashqai","Veneto","Nord Est",15900,2019,"SUV","Usato","Anteriore",5,5,"No",61550,96,131,1598,"6 o piu",4,"Gasolio","Euro 6","Nera","Si","Pelle","No","No","Non dichiarato","Non specificato","No",1365,122,4.7,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"Nissan ","Qashqai","Piemonte","Nord Ovest",11200,2015,"SUV","Usato","Anteriore",5,5,"No",118000,85,116,1197,"Automatico",NA,"Benzina","Euro 6","Bianca","No","Stoffa","No","6-12 mesi","Non dichiarato","Grigie","No",1406,NA,NA,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Nissan ","Qashqai","Piemonte","Nord Ovest",17900,2020,"SUV","Usato","Anteriore",5,5,"No",67641,85,116,1461,"6 o piu",4,"Gasolio","Euro 6 Plus","Bianca","Si","Stoffa","No","No","Non dichiarato","Grigie","No",1460,110,4.2,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nissan ","Qashqai","Piemonte","Nord Ovest",12330,2019,"SUV","Usato","Anteriore",5,5,"No",80000,117,159,1332,"Automatico",4,"Benzina","Euro 6 Plus","Grigia","No","Stoffa","No","Oltre 36 mesi","Si","Nere","No",1465,122,5.4,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
"Nissan ","Qashqai","Lombardia","Nord Ovest",16500,2018,"SUV","Usato","Anteriore",5,5,"No",77277,85,116,1197,"6 o piu",4,"Benzina","Euro 6","Nera","No","Stoffa","No","No","Non dichiarato","Nere","No",1406,129,5.6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0
"Nissan ","Qashqai","Campania","Sud",16990,2019,"SUV","Usato","Anteriore",5,5,"No",44945,85,116,1461,"Automatico",4,"Gasolio","Euro 6 Plus","Bianca","No","Stoffa","No","6-12 mesi","Non dichiarato","Nere","No",1460,106,4,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
"Nissan ","Qashqai","Piemonte","Nord Ovest",23900,2022,"SUV","Usato","Anteriore",5,5,"No",19000,103,140,1332,"6 o piu",4,"Benzina","Euro 6 Plus","Nera","Si","Stoffa","Si","6-12 mesi","Non dichiarato","Nere","No",1480,NA,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"Nissan ","Qashqai","Lombardia","Nord Ovest",13950,2016,"SUV","Usato","Anteriore",5,5,"No",95200,85,116,1197,"Automatico",4,"Benzina","Euro 6","Grigia","Si","Stoffa","No","6-12 mesi","Si","Nere","No",1350,129,5.6,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nissan ","Qashqai","Veneto","Nord Est",20900,2022,"SUV","Usato","Anteriore",5,5,"No",12000,103,140,1332,"6 o piu",4,"Benzina","Euro 6 Plus","Grigia","Si","Stoffa","Si","No","Si","Non specificato","No",1370,123,5.4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
"Nissan ","Qashqai","Lazio","Centro",15900,2017,"SUV","Usato","Anteriore",5,5,"No",50558,81,110,1461,"6 o piu",4,"Gasolio","Euro 6","Grigia","No","Pelle","No","No","Non dichiarato","Non specificato","No",1305,99,3.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"Nissan ","Qashqai","Lazio","Centro",17900,2020,"SUV","Usato","Anteriore",5,5,"No",42096,103,140,1332,"6 o piu",4,"Benzina","Euro 6 Plus","Non specificato","No","Altro","No","6-12 mesi","Non dichiarato","Non specificato","No",1375,NA,NA,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nissan ","Qashqai","Veneto","Nord Est",24900,2023,"SUV","Usato","Anteriore",5,5,"No",7726,103,140,1332,"6 o piu",4,"Benzina","Euro 6","Bianca","No","Pelle","Si","No","Non dichiarato","Non specificato","No",1295,NA,5.4,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
"MG ","ZS","Piemonte","Nord Ovest",17200,2023,"SUV","Usato","Anteriore",5,5,"No",12500,78,106,1490,"5",4,"Benzina","Euro 6","Nera","Si","Pelle","No","Oltre 36 mesi","Non dichiarato","Nere","No",1215,140,6.3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"MG ","ZS","Emilia-Romagna","Centro",14400,2024,"SUV","Nuovo","Anteriore",NA,NA,"No",0,78,106,NA,"5",NA,"Benzina","Euro 6 Plus","Bianca","No","Stoffa","No","Oltre 36 mesi","Non dichiarato","Nere","No",1290,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"MG ","ZS","Piemonte","Nord Ovest",16800,2024,"SUV","Usato","Anteriore",5,5,"No",1,78,106,1498,"5",4,"Benzina","Euro 6 Plus","Colorata","Si","Altro","No","No","Si","Nere","No",1306,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1
"MG ","ZS","Campania","Sud",17960,2022,"SUV","Usato","Anteriore",5,NA,"No",26130,82,111,999,NA,NA,"Benzina","Euro 6 Plus","Nera","No","Pelle","No","6-12 mesi","Non dichiarato","Grigie","No",1290,130,5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
"MG ","ZS","Lombardia","Nord Ovest",21300,2024,"SUV","Nuovo","Anteriore",5,5,"No",1,82,111,999,"Automatico",3,"Benzina","Euro 6","Colorata","Si","Pelle","No","No","Non dichiarato","Nere","No",1264,155,7,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"MG ","ZS","Piemonte","Nord Ovest",18790,2024,"SUV","Nuovo","Anteriore",5,5,"No",1,82,111,999,"6 o piu",3,"Benzina","Euro 6 Plus","Colorata","Si","Pelle","No","No","Non dichiarato","Grigie","No",1334,149,6.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"MG ","ZS","Emilia-Romagna","Centro",18900,2024,"SUV","Nuovo","Anteriore",NA,NA,"No",0,82,111,NA,"6 o piu",NA,"Benzina","Euro 6 Plus","Bianca","No","Pelle","No","Oltre 36 mesi","Non dichiarato","Nere","No",1290,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"MG ","ZS","Emilia-Romagna","Centro",18300,2024,"SUV","Nuovo","Anteriore",5,5,"No",0,82,111,999,"6 o piu",3,"Benzina","Euro 6 Plus","Colorata","No","Stoffa","No","Oltre 36 mesi","Non dichiarato","Grigie","No",1334,140,6.7,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MG ","ZS","Umbria","Centro",16900,2023,"SUV","Nuovo","Anteriore",5,5,"No",2,78,106,1498,"5",4,"Benzina","Euro 6 Plus","Bianca","No","Altro","No","Oltre 36 mesi","Non dichiarato","Non specificato","No",1290,140,6.3,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MG ","ZS","Lombardia","Nord Ovest",20500,2023,"SUV","Nuovo","Anteriore",5,5,"No",10,82,111,999,"6 o piu",3,"Benzina","Euro 6 Plus","Grigia","Si","Pelle","No","Oltre 36 mesi","Non dichiarato","Nere","No",1259,140,6.7,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"MG ","ZS","Liguria","Nord Ovest",14300,2024,"SUV","Nuovo","Anteriore",5,5,"No",0,78,106,1490,"5",4,"Benzina","Euro 6","Bianca","No","Stoffa","No","No","Non dichiarato","Nere","No",1215,140,6.3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
"MG ","ZS","Emilia-Romagna","Centro",14900,2024,"SUV","Nuovo","Anteriore",5,5,"No",0,78,106,1490,"5",4,"Benzina","Euro 6 Plus","Grigia","Si","Stoffa","No","Oltre 36 mesi","Non dichiarato","Grigie","No",1290,140,6.3,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MG ","ZS","Piemonte","Nord Ovest",17900,2023,"SUV","Usato","Anteriore",5,5,"No",1,78,106,1498,"5",4,"Benzina","Euro 6 Plus","Nera","Si","Pelle","No","Oltre 36 mesi","Non dichiarato","Nere","No",1290,140,6.3,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
"MG ","ZS","Piemonte","Nord Ovest",22000,2024,"SUV","Usato","Anteriore",5,5,"No",1,82,111,1000,"Automatico",4,"Benzina","Euro 6 Plus","Grigia","Si","Pelle","No","No","Si","Nere","No",1306,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
"MG ","ZS","Lombardia","Nord Ovest",16890,2023,"SUV","Usato","Anteriore",5,5,"No",22000,78,106,1498,"5",4,"Benzina","Euro 6 Plus","Nera","Si","Pelle","No","24-36 mesi","Si","Nere","No",1314,149,6.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1
"MG ","ZS","Emilia-Romagna","Centro",14400,2024,"SUV","Nuovo","Anteriore",5,5,"No",10,78,106,1490,"5",4,"Benzina","Euro 6 Plus","Colorata","No","Stoffa","No","Oltre 36 mesi","Non dichiarato","Nere","No",1290,140,6.3,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kia ","Sportage","Lombardia","Nord Ovest",12500,2015,"SUV","Usato","4x4",5,5,"No",136100,135,184,1995,"6 o piu",4,"Gasolio","Euro 5","Bianca","No","Pelle","No","6-12 mesi","Si","Nere","Si",1754,158,6.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
"Kia ","Sportage","Veneto","Nord Est",27900,2023,"SUV","Usato","Anteriore",5,5,"No",13000,100,136,1598,"Automatico",4,"Benzina","Euro 6 Plus","Grigia","Si","Stoffa","Si","Oltre 36 mesi","Non dichiarato","Grigie","No",1602,125,5.5,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
"Kia ","Sportage","Friuli-VG","Nord Est",12700,2015,"SUV","Usato","Anteriore",5,5,"No",107476,99,135,1600,"5",4,"GPL","Euro 5","Nera","No","Stoffa","No","6-12 mesi","Non dichiarato","Nere","No",1415,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kia ","Sportage","Lombardia","Nord Ovest",7800,2010,"SUV","Usato","Anteriore",5,5,"No",111900,104,141,1975,"5",4,"GPL","Euro 4 o meno","Colorata","Si","Stoffa","No","6-12 mesi","Si","Grigie","No",1617,190,8,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
