"marca","modello","paese","prezzo_auto","anticipo","durata","importo_finanziato","importo_totale_dovuto","taeg","tan_fisso","rata","carrozzeria","tipo_di_veicolo","trazione","posti","porte","offerta_n","per_neopatentati","chilometraggio","anno","anno_di_produzione","potenza","tipo_di_cambio","cilindrata","marce","cilindri","peso_a_vuoto","carburante","consumo_di_carburante2_8","emissioni_co_2_8","classe_emissioni","comfort","intrattenimento_media","sicurezza","extra","colore","colore_specifico","tipo_di_vernice","materiale","optional","altre_fonti_energetiche","acconto","usato_garantito","veicolo_non_fumatori","colore_finiture_interne","versione_per_nazione","ultimo_tagliando","proprietari","tagliandi_certificati","revisione","costo_del_trasferimento","consumo_di_carburante_wltp_2_8","emissioni_co_wltp_2_8","disponibilita","cambio_cinghia_distribuzione","emissioni_co_2","costo_di_registrazione","importo_da_pagare","importo_totale_netto_del_credito","importo_lordo_del_credito","spese","taeg_2","rata_mensile","rata_finale","acconto_1","gamma_elettrica_wltp","consumo_di_energia_wltp_2","v6","pagamento_speciale"
"Volkswagen ","Tiguan 2.0 tdi 4motion business 150cv dsg","Paratico - Brescia - Bs -, IT","€ 21.500,-","-","84 Mesi","€ 21.500,-","€ 29.282,96","9,68 %","8,50 %","€ 344,44","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,NA,NA,"101.300 km","04/2019",NA,"110 kW (150 CV)","Automatico","1.968 cm³",7,4,"1.673 kg","Diesel (Filtro antiparticolato)","5,3 l/100 km (comb.)6 l/100 km (urbano)5 l/100 km (extraurbano)","140 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Blu/Azzurro","Atlantic Blue","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 3 zone*Cruise Control*Hill Holder*Park distance control*Portellone posteriore elettrico*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*Streaming musicale integrato*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Blind spot monitor*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari direzionali*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (17"")*Kit antipanne*Leve al volante*Marmitta catalitica*Portapacchi*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi","Sì","Nero","Italia",NA,1,"Sì",NA,"€ 990,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 TDI 4MOTION 140cv Highline","Felegara PR, IT","€ 10.900,-","-","60 Mesi","€ 10.900,-","€ 13.293,60","8,43 %","7,50 %","€ 218,41","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,NA,NA,"174.000 km","05/2012",NA,"103 kW (140 CV)","Manuale","1.968 cm³",6,4,"1.661 kg","Diesel (Filtro antiparticolato)","6 l/100 km (comb.)7,5 l/100 km (urbano)5,1 l/100 km (extraurbano)","157 g/km (comb.)","Euro 5","Comfort","Intrattenimento / Media","Sicurezza","Extra","Blu/Azzurro","Atlantic Blue","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Sensore di luminosità*Sensore di pioggia*Sistema di navigazione*Specchietti laterali elettrici*Volante in pelle*Volante multifunzione*Autoradio*Bluetooth*CD*Computer di bordo*MP3*Sound system*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Servosterzo*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (18"")*Controllo vocale*Luce d'ambiente*Pneumatici estivi*Portapacchi*Sedili sportivi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,"Sì","Nero","Italia","03/2022",1,"Sì",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 TDI DSG Business BMT 150CV","Città della Pieve PG, IT","€ 21.500,-","-","84 Mesi","€ 21.500,-","€ 29.282,96","9,68 %","8,50 %","€ 344,44","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"7878622",NA,"79.135 km","05/2019",2019,"110 kW (150 CV)","Semiautomatico","1.968 cm³",7,4,"1.493 kg","Diesel","4,9 l/100 km (comb.)5,7 l/100 km (urbano)4,5 l/100 km (extraurbano)","129 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero","Altro","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore automatico, 3 zone*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*USB*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Cerchi in lega*Kit antipanne*Ruotino*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 3.067,-",NA,NA,NA,NA,"01/2023",1,NA,"05/2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","1.6 tdi 115cv Business n1","Rimini - Rn, IT","€ 15.900,-","-","84 Mesi","€ 15.900,-","€ 21.833,84","9,97 %","8,50 %","€ 255,76","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"6433425",NA,"169.000 km","11/2016",2016,"85 kW (116 CV)","Manuale","1.598 cm³",6,4,NA,"Diesel",NA,"125 g/km (comb.)","Euro 6",NA,NA,NA,NA,"Grigio","Grigio","Metallizzato","Stoffa","IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,"Grigio",NA,NA,1,NA,"12/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 TDI 140CV 4MOTION DSG Sport & Style","Leini - Torino, IT","€ 11.500,-","-","60 Mesi","€ 11.500,-","€ 14.015,40","8,40 %","7,51 %","€ 230,44","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"20453352",NA,"165.000 km","04/2012",NA,"103 kW (140 CV)","Automatico","1.968 cm³",6,4,"1.651 kg","Diesel (Filtro antiparticolato)","5,8 l/100 km (comb.)6,9 l/100 km (urbano)5,1 l/100 km (extraurbano)","150 g/km (comb.)","Euro 5","Comfort","Intrattenimento / Media","Sicurezza","Extra","Bianco","Bianco","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore*Climatizzatore automatico, 2 zone*Sedile posteriore sdoppiato*Sensore di pioggia*Sistema di navigazione*Specchietti laterali elettrici*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fari LED*Fari Xenon*Fendinebbia*Immobilizzatore elettronico*Isofix*Luci diurne*Servosterzo*Sistema di chiamata d'emergenza*Cerchi in lega*Freno di stazionamento elettrico*Pacchetto invernale*Pneumatici da neve*Ruota di riserva*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi",NA,"Grigio",NA,NA,NA,"Sì","07/2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 TDI SCR BlueMotion Business","Lentigione di Brescello - Reggio Emilia - Re, IT","€ 22.900,-","-","60 Mesi","€ 22.900,-","€ 28.048,80","8,62 %","8,00 %","€ 464,33","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"00999310352-U450723",NA,"60.000 km","11/2019",NA,"110 kW (150 CV)","Manuale","1.968 cm³",6,4,"1.605 kg","Diesel","4,8 l/100 km (comb.)5,6 l/100 km (urbano)4,3 l/100 km (extraurbano)","119 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","GRIGIO SCURO MET.","Altro","Altro","Alzacristalli elettrici*Bracciolo*Climatizzatore automatico, 3 zone*Hill Holder*Sedile posteriore sdoppiato*Sensore di pioggia*Sistema di navigazione*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Autoradio digitale*Bluetooth*USB*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Antifurto*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Luci diurne*Servosterzo*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Kit antipanne*Sedili sportivi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,NA,"Altro",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","Tiguan 2.0 tdi Life 150cv dsg","Treviso, IT","€ 28.000,-","-","84 Mesi","€ 28.000,-","€ 37.929,92","9,48 %","8,50 %","€ 447,38","SUV/Fuoristrada/Pick-up","Usato",NA,5,5,NA,NA,"53.000 km","05/2021",NA,"110 kW (150 CV)","Semiautomatico","1.968 cm³",7,4,"1.640 kg","Diesel","4,5 l/100 km (comb.)5,4 l/100 km (urbano)4 l/100 km (extraurbano)","144 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio",NA,"Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Head-up display*Hill Holder*Parabrezza riscaldato*Park distance control*Riscaldamento ausiliario*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Tetto panoramico*Tettuccio apribile*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Carica per smartphone a induzione*MP3*Schermo multifunzione interamente digitale*Sound system*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Assistente abbaglianti*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari direzionali*Fari full-LED*Frenata d'emergenza assistita*Immobilizzatore elettronico*Limitatore di velocità*Luci diurne*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Controllo vocale*Gancio traino*Luce d'ambiente*Portapacchi*Ruota di riserva*Specchietto retrovisore con funzione antiabbagliamento*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi",NA,"Grigio",NA,NA,NA,NA,NA,"€ 1.250,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","1.4 TSI Style BMT","Sesto Fiorentino - Firenze, IT","€ 19.300,-","-","60 Mesi","€ 19.300,-","€ 23.668,80","8,68 %","8,00 %","€ 391,33","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"7392162",NA,"93.800 km","03/2018",2018,"92 kW (125 CV)","Manuale","1.395 cm³",6,4,"1.415 kg","Benzina","6 l/100 km (comb.)7,4 l/100 km (urbano)5,2 l/100 km (extraurbano)","137 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Pelle scamosciata","Alzacristalli elettrici*Bracciolo*Climatizzatore*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Volante in pelle*Volante multifunzione*Autoradio*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fendinebbia*Frenata d'emergenza assistita*Cerchi in lega*Kit antipanne*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 TDI DSG 4M 190CV  Executive BMT","Roma - Rm, IT","€ 22.950,-","-","60 Mesi","€ 22.950,-","€ 28.109,40","8,62 %","8,00 %","€ 465,34","SUV/Fuoristrada/Pick-up","Usato","4x4",5,5,"7931108",NA,"114.141 km","12/2017",2017,"140 kW (190 CV)","Automatico","1.968 cm³",7,4,"1.598 kg","Diesel","5,7 l/100 km (comb.)6,8 l/100 km (urbano)5,1 l/100 km (extraurbano)","149 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Stoffa","Alzacristalli elettrici*Bracciolo*Controllo automatico clima*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Cerchi in lega*Kit antipanne*Sedili sportivi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi",NA,"Grigio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","1.5 TSI SPORT DSG 150CV","Cernusco Lombardone - Lc, IT","€ 26.900,-","-","84 Mesi","€ 26.900,-","€ 36.466,64","9,51 %","8,50 %","€ 429,96","SUV/Fuoristrada/Pick-up","Usato","Anteriore",NA,NA,"80545-u21313",NA,"47.065 km","01/2020",NA,"110 kW (150 CV)","Automatico","1.498 cm³",NA,NA,NA,"Benzina 91","5 l/100 km (comb.)5 l/100 km (urbano)5 l/100 km (extraurbano)","160 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Bianco","Pure white",NA,"Altro","Volante in pelle*Volante multifunzione*Computer di bordo*Vivavoce*Luci diurne*Portapacchi*Ruotino*Radio Composition Media**Display multifunzione/computer di bordo FPK accesso**R-Line Exterior Pack**Fari anteriori a LED con regolazione dinamica della profonditU e luci diurne**Volante multifunzione in pelle, per cambio DSG**Driving Profile Selection - Selezione del profilo di guida**Sterzo progressivo**Mirror Pack**Pacchetto tecnico**Mancorrenti cromati**Versione Sport**We Connect Go*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi",NA,"Nero",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","2.0 tdi Advanced R-Line 150cv dsg * IVA ESPOSTA *","Prato – Po, IT","€ 22.499,-","-","84 Mesi","€ 22.500,-","€ 30.613,52","9,64 %","8,50 %","€ 360,28","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,NA,NA,"144.900 km","06/2018",NA,"110 kW (150 CV)","Automatico","1.968 cm³",7,4,"1.645 kg","Diesel (Filtro antiparticolato)","5 l/100 km (comb.)5,5 l/100 km (urbano)4,7 l/100 km (extraurbano)","153 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio",NA,NA,"Pelle parziale","360° camera*Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 3 zone*Cruise Control*Head-up display*Hill Holder*Park distance control*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sedili massaggianti*Sedili riscaldati*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Tetto panoramico*Tettuccio apribile*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*Streaming musicale integrato*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Antifurto*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari direzionali*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di visione notturna*Cerchi in lega*Controllo vocale*Divisori per bagagliaio*Freno di stazionamento elettrico*Kit antipanne*Leve al volante*Luce d'ambiente*Marmitta catalitica*Pacchetto sportivo*Sedili sportivi*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*Tendalino*Touch screen*L'auto è tenuta in ottime condizioni come si evince dalla documentazione fotografica.*Le nostre vetture usate hanno un'eccezionale rapporto qualità-prezzo, con chilometraggio reale certificato (riportato in fattura e garanzia di conformità).*Meccanicamente ed internamente le nostre auto sono tenute in maniera accurata e vengono periodicamente controllate presso autofficine specializzate. Le nostre auto inoltre vengono tutte lavate e igienizzate in fase di pre-consegna da esperti del settore.*Tutte le nostre vetture sono sottoposte ad un check-up pre-vendita per garantire la massima affidabilità dei nostri prodotti e servizi.*Offriamo la possibilità di finanziamenti personalizzati per ogni esigenza fino ad un tetto massimo di 84 mesi.*Offriamo la possibilità di garanzia completa plus 12-36 mesi sulle parti meccaniche non di usura oltre a quella di legge, valida su tutto il territorio italiano.*Accettiamo proposte di permute e in caso di quest’ultime il prezzo subirà una maggiorazione di 1'000,00€. La valutazione preventiva potrà essere effettuata anche tramite e-mail o Whatsapp.*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,"Sì","Nero",NA,NA,NA,NA,NA,"€ 1.250,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volkswagen ","1.5 tsi business 130cv","Milano, IT","€ 25.900,-","-","60 Mesi","€ 25.900,-","€ 31.698,60","8,58 %","8,00 %","€ 525,16","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"00958-U16302-10233133",NA,"74.878 km","02/2020",NA,"96 kW (131 CV)","Manuale","1.498 cm³",6,4,"1.520 kg","Benzina E10 91",NA,NA,"Euro 6d-TEMP","Comfort",NA,"Sicurezza","Extra","Bianco","Pure White","Altro",NA,"Bracciolo*Controllo automatico clima*Park distance control*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Vetri oscurati*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Antifurto*Chiusura centralizzata*Fendinebbia*Frenata d'emergenza assistita*Servosterzo*Cerchi in lega*creare un’offerta personalizzata*fornire tutte le informazioni relative alla vettura di tuo interesse*organizzare una VIDEOCHIAMATA per farti vedere l’auto da te scelta se non riesci a recarti in showroom*verificare le ulteriori disponibilità, certamente abbiamo l’auto che stai cercando*valutare il tuo usato, anche da rottamare*in pronta consegna*testabili su strada prima dell’acquisto*sottoposte a 110 controlli di qualità e sicurezza*garantite 12 mesi*acquistabili a rate ed anticipo zero*Via Novara 235*Via Palmanova 67*Via Gallarate 253*Via Inganni 81/A*Via Pecchio 10*Via Milano 35, Bollate*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,NA,NA,NA,NA,NA,NA,"Keine Angabe","6,6 l/100 km (comb.)","152 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
