marca,modello,paese,prezzo_auto,anticipo,durata,importo_finanziato,importo_totale_dovuto,taeg,tan_fisso,rata,carrozzeria,tipo_di_veicolo,trazione,posti,porte,offerta_n,per_neopatentati,chilometraggio,anno,anno_di_produzione,potenza,tipo_di_cambio,cilindrata,marce,cilindri,peso_a_vuoto,carburante,consumo_di_carburante2_8,emissioni_co_2_8,classe_emissioni,comfort,intrattenimento_media,sicurezza,extra,colore,colore_specifico,tipo_di_vernice,materiale,optional,altre_fonti_energetiche,acconto,usato_garantito,veicolo_non_fumatori,colore_finiture_interne,versione_per_nazione,ultimo_tagliando,proprietari,tagliandi_certificati,revisione,costo_del_trasferimento,consumo_di_carburante_wltp_2_8,emissioni_co_wltp_2_8,cambio_cinghia_distribuzione,emissioni_co_2,costo_di_registrazione,importo_da_pagare,importo_totale_netto_del_credito,importo_lordo_del_credito,spese,taeg_2,rata_mensile,rata_finale,acconto_1,offerta_n_,costo_del_trasferimento_,intrattenimento___media,importo_lordo_del_credito__,taeg_
Audi ,A1,"Busto Arsizio - Va, IT","€ 24.480,-",-0,60 Mesi,"€ 24.500,-","€ 29.995,20","8,60 %","8,00 %","€ 496,77",Berlina,Usato,Anteriore,5,5,8023938,NA,10.400 km,06/2023,2023,81 kW (110 CV),Manuale,999 cm³,6,3,1.105 kg,Super E10 95,NA,NA,Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,Grigio,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*Streaming musicale integrato*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Servosterzo*Cerchi in lega (17"")*Controllo vocale*Kit antipanne*Luce d'ambiente*Marmitta catalitica*Sedili sportivi*Sospensioni sportive*Spoiler*Touch screen*Cruscotto digitale*Cerchi da 17*Telecamera di parcheggio*Climatizzatore bizona automatico*Sensori di parcheggio*Cruise control*Navigatore satellitare*Apple car play & Android Auto*E tanto altro!!*Servizi Finaziari leasing/finanziamenti per soddisfare ogni esigenza ( Possibilità di finanziamento dell' intero importo).*Noleggio vetture a lungo termine*Possibilità di stipulare polizze assicurative RCA direttamente in sede!*Possibilità di stipulare polizza assicurative Kasko direttamente in sede*Possibilità di estendere le garanzie su nuovo ed usato da 12/24/36 mesi ConformGest ( certificata da ADICONSUM!! )*Possibilità di consegna auto direttamente a casa*Valutiamo e permutiamo qualsiasi tipo di autovettura, acquistiamo vetture con pagamento immediato.*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,NA,NA,Nero,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Bologna, IT","€ 6.900,-",-0,60 Mesi,"€ 6.900,-","€ 8.616,45","9,53 %","8,21 %","€ 140,57",Berlina,Usato,Anteriore,4,5,20638370,NA,200.000 km,07/2012,NA,63 kW (86 CV),Manuale,1.197 cm³,5,4,1.115 kg,Benzina,"5,1 l/100 km (comb.)6,2 l/100 km (urbano)4,4 l/100 km (extraurbano)",116 g/km (comb.),Euro 5,Comfort,Intrattenimento / Media,Sicurezza,NA,Bianco,Bianco,Metallizzato,NA,"Alzacristalli elettrici*Climatizzatore*Sedile posteriore sdoppiato*Specchietti laterali elettrici*Autoradio*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Immobilizzatore elettronico*Servosterzo*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,12 mesi,Sì,Nero,NA,03/2024,NA,NA,07/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Biella - Bi, IT","€ 14.900,-",-0,84 Mesi,"€ 14.900,-","€ 20.503,28","10,05 %","8,50 %","€ 239,92",Berlina,Usato,Anteriore,5,5,01921650022-U338623,NA,89.180 km,04/2015,NA,66 kW (90 CV),Manuale,NA,5,3,1.195 kg,Diesel,"3,4 l/100 km (comb.)3,9 l/100 km (urbano)3,1 l/100 km (extraurbano)",91 g/km (comb.),Euro 6,Comfort,NA,Sicurezza,Extra,Grigio,GRIGIO MET,Altro,Stoffa,"Volante in pelle*Airbag laterali*ESP*Immobilizzatore elettronico*Isofix*Sistema di controllo pressione pneumatici*Cerchi in lega*Cerchioni in acciaio*Kit fumatori*Sedili sportivi*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 990,-",NA,NA,Nero,NA,NA,1,NA,04/2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"San Vitaliano - Napoli, IT","€ 22.500,-",-0,84 Mesi,"€ 22.500,-","€ 30.613,52","9,64 %","8,50 %","€ 360,28",Berlina,Usato,Anteriore,5,5,7695393,NA,16.000 km,05/2020,2020,110 kW (150 CV),Automatico,1.498 cm³,7,4,1.170 kg,Benzina,"5 l/100 km (comb.)6,5 l/100 km (urbano)4,2 l/100 km (extraurbano)",114 g/km (comb.),Euro 6,Comfort,NA,NA,NA,Verde,GREEN,Metallizzato,Altro,"Sedili riscaldati*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,NA,NA,NA,1,NA,NA,"€ 890,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Raffa - BS, IT","€ 9.500,-",-0,60 Mesi,"€ 9.500,-","€ 11.732,75","9,02 %","7,96 %","€ 192,40",Berlina,Usato,Anteriore,5,3,NA,Sì,138.600 km,06/2012,NA,66 kW (90 CV),Automatico,1.598 cm³,7,4,1.235 kg,Diesel,"4,2 l/100 km (comb.)5,1 l/100 km (urbano)3,7 l/100 km (extraurbano)",110 g/km (comb.),Euro 5,Comfort,Intrattenimento / Media,Sicurezza,Extra,Bianco,NA,NA,Pelle totale,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Controllo automatico clima*Cruise Control*Hill Holder*Interni in pelle*Park distance control*Sedile posteriore sdoppiato*Sensore di pioggia*Sensori di parcheggio assistito posteriori*Start/Stop Automatico*Vetri oscurati*Volante in pelle*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*CD*Computer di bordo*Hotspot Wi-Fi*MP3*Schermo multifunzione interamente digitale*Sound system*USB*Vivavoce*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fari di profondità antiabbagliamento*Fendinebbia*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di avviso di distanza*Sistema di controllo pressione pneumatici*Cerchi in lega (17"")*Luce d'ambiente*Sedili sportivi*Sistema lavafari*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,Marrone,Italia,01/2023,2,Sì,NA,"€ 790,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Voghera - Pavia - Pv, IT","€ 23.190,-",-0,60 Mesi,"€ 23.200,-","€ 28.413,60","8,61 %","8,00 %","€ 470,41",City car,Aziendale,Anteriore,5,5,48853,NA,22.346 km,05/2023,NA,85 kW (116 CV),Manuale,999 cm³,6,0,NA,Benzina 91,"4,8 l/100 km (comb.)5,9 l/100 km (urbano)4,1 l/100 km (extraurbano)",109 g/km (comb.),Euro 6,Comfort,NA,Sicurezza,NA,Nero,Grigio Chronos/Tetto Nero Myt,Metallizzato,Altro,"Park distance control*Sensore di luminosità*Sensori di parcheggio assistito posteriori*Telecamera per parcheggio assistito*Isofix*VERNICE EXTRA SERIE GRIGIO CRONOS /TETTO NERO MYTHOS  *CERCHI IN LEGA DI ALLUMINIO DA 17"" A 5 RAZZE CON ELEMENTEI PLASTICI IN NERO *AUDI VIRTUAL COCKPIT *TELECAMERA POSTERIORE *FARI LED *SPECCHI ELETTRICI *SENSORE LUCI *AUTO PRIMA QUALITA', Certificate da 200 controlli dai nostri tecnici*KM AUTO, verificati e reali*LAVAGGIO E SANIFICAZIONE professionale con ozono*GARANZIA MINIMA 12 MESI estendibile fino a 36 mesi*SODDISFATTO O RIMBORSATO hai 14 giorni max 500km per restituirci l'auto*PREZZO TRASPARENTE, Spesso proponiamo formule finanziarie con prezzi ""promo"" ma non sono vincolanti per l' acquisto*FINANZIAMENTI SU MISURA*DAL 1961 siamo a Voghera in via Piacenza 176, facilmente raggiungibili dalle principali città del nord. Siamo concessionari ufficiali ALFA ROMEO, JEEP, FIAT, LANCIA e ABARTH*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",0 mesi,Sì,Altro,Italia,NA,NA,NA,NA,"€ 990,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Roma - Rm, IT","€ 21.900,-",-0,84 Mesi,"€ 21.900,-","€ 29.815,52","9,66 %","8,50 %","€ 350,78",Berlina,Usato,Anteriore,5,5,NA,NA,4.627 km,01/2023,NA,81 kW (110 CV),Manuale,999 cm³,6,3,1.180 kg,Super E10 95,"4,8 l/100 km (comb.)5,9 l/100 km (urbano)4,1 l/100 km (extraurbano)",122 g/km (comb.),Euro 6d-TEMP,Comfort,Intrattenimento / Media,Sicurezza,Extra,Blu/Azzurro,Blu Navarra Metallizzato,Metallizzato,Pelle parziale,"Alzacristalli elettrici*Bracciolo*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Parabrezza riscaldato*Park distance control*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Sound system*Streaming musicale integrato*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Antifurto*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo elettronico della corsia*ESP*Fari LED*Fari full-LED*Fendinebbia*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Servosterzo*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (17"")*Controllo vocale*Divisori per bagagliaio*Leve al volante*Luce d'ambiente*Sedili sportivi*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*Touch screen*Allestimento int.: Alluminiumlook*alloggiamenti Isofix per sedile bambini su sedile passeggero sedile post.*alzacristalli elettr. ant. + post.*Audi connect (Remote / Control)*Audi Smartphone Interface*climatizzatore automatico comfort 2 zone*cristalli atermici (lat. / post.)*elettron. controllo stabilità (ESC)*Filtro antiparticolato otto (Filtro antiparticolato otto)*Fodere sedili/rivestimenti: Tessuto Delta*immobilizzatore (elettronico)*impianto limitatore velocità*indicatore controllo pneumatici*indicatore per livello acqua (tergicristalli)*interfaccia multi-media MMI basic Plus / MMI radio Plus*6 altoparlanti, display a colori (8,8 pollici), Allestimento int.: inserti decorativi cruscotto in il plancia cruscotto in Look vetro Nero*interfaccia universale Bluetooth*interfaccia USB*luce guida diurna*pacchetto non fumatori*padiglione Tessuto, Grigio Titanio*parabrezza cristalli atermici*paraurti Allestimento: advanced*piantone sterzo (volante) mecc. regolazione verticale/ longitudinale*quadro strumenti digitale*radioricevitore digitale (DAB)*retrovisore est. a regolazione elettrica, riscaldabili e pieghevoli*retrovisore est. con automatismo bordo marciapiede, dx, spruzzatori lavavetri termic.*riconoscim. sedili occupati per cinture di sicurezza*schienale post. sdoppiato/ribaltabile*sedile ant. sx regolabile in altezza*sensore luci e pioggia*servosterzo elettromeccanico*sistema airbag testa (Sideguard)*sistema antibloccaggio (ABS)*Sistema assistenza guida: Lane Departure Warning*Sistema assistenza guida: Pacchetto Emergenza con automat. chiamata di soccorso*Sistema assistenza guida: Rilevamento sforzo (Raccomandazione di pausa)*Sistema assistenza guida: servofreno (Audi pre sense front)*sistema Start/Stop*spoiler tetto*tergilunotto*Tetto a cupola tinta carrozzeria*tipo trazione: trazione ant.*Volante multifunzione plus in pelle*Aiuto parcheggio ant. e post., acustico e ottico con indicazione selettiva (APS Plus)*Pacchetto bagagliaio*Pacchetto - Allestimento Evolution*Pacchetto luci*Proiettore LED*Fanali post. LED con luci direzioni dinamiche*Sistema assistenza guida: assistenza partenza in salita*Teppetini in velluto*Verniciatura metallizzata*Cerchi in lega 17""*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,Sì,Nero,Italia,02/2024,1,Sì,NA,"€ 995,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audi ,A1,"Torino - To, IT","€ 22.900,-",-0,60 Mesi,"€ 22.900,-","€ 28.048,80","8,62 %","8,00 %","€ 464,33",Berlina,Usato,Anteriore,5,5,20668471,NA,18.800 km,07/2023,NA,70 kW (95 CV),Manuale,999 cm³,5,3,1.175 kg,Benzina,"4,6 l/100 km (comb.)5,8 l/100 km (urbano)3,9 l/100 km (extraurbano)",108 g/km (comb.),Euro 6d,Comfort,Intrattenimento / Media,Sicurezza,Extra,Grigio,GRIGIO SCURO TETTO NERO,Metallizzato,Stoffa,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Sedile passeggero ribaltabile*Sedile posteriore sdoppiato*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Carica per smartphone a induzione*Computer di bordo*Funzione TV*MP3*Schermo multifunzione interamente digitale*Sound system*Streaming musicale integrato*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari full-LED*Fendinebbia*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (17"")*Controllo vocale*Divisori per bagagliaio*Freno di stazionamento elettrico*Luce d'ambiente*Marmitta catalitica*Pacchetto sportivo*Pneumatici estivi*Sedili sportivi*Sistema lavafari*Sospensioni sportive*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",24 mesi,NA,Nero,NA,05/2023,NA,Sì,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINI ,Countryman,"Brescia, IT","€ 19.400,-",-0,60 Mesi,"€ 19.400,-","€ 23.790,60","8,68 %","8,00 %","€ 393,36",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,U_1093951,NA,73.433 km,03/2018,NA,100 kW (136 CV),Manuale,1.499 cm³,6,3,1.440 kg,Benzina,"5,5 l/100 km (comb.)6,8 l/100 km (urbano)4,8 l/100 km (extraurbano)",126 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Verde,Tanzanite Blue Metallizzato,Metallizzato,NA,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Controllo automatico clima*Cruise Control*Park distance control*Sedile passeggero ribaltabile*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Autoradio*Bluetooth*Computer di bordo*USB*ABS*Airbag conducente*Chiusura centralizzata*ESP*Fari LED*Fendinebbia*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*0249 Multifunzione p volante*0255 Volante sportivo pelle*02PA Sicurezza per bulloni ruota*02QE Ruota LM MINI Pair Spoke*02VB Indicazione pressione pneumatici*02VC Set di riparazione pneumatici*0313 Specchio esterno ribaltabile*0316 Comando automatico portellone post.*0322 Accesso comfort*0383 Tetto e gusci retrov. esterni neri*0386 Barre longitudinali*0430 Specchietto retr. int./est. antiabbagl.*0431 Retrovisore int. autoanabbaglianti*0441 Kit fumatore*0450 Regolaz.in altezza del sedile passeggero*0473 Poggiabraccia anteriore*0493 Pacchetto portaoggetti*04BD Superficie interna Piano Black*04C1 Colour Line Carbon Black*04FD Regol. sedile per sedili posteriori*04NE Riscaldatore Blow-By*04V9 Pacchetto Excitement MINI*04VA Modalità di guida MINI*0507 Park Distance Control (PDC), posteriore*0534 Climatizzazione automatica*0544 Regolazione velocità con funz. frenante*0563 Pacchetto luci*05A1 Fendinebbia a LED*05A4 Fari a LED con funzioni ampliate*05AA Fanale posteriore antinebbia*05AV Active Guard*0845 Avvertimento acustico cintura*0855 Versione lingua italiana*0884 Documentazione di bordo in italiano*08KA Intervallo sostit.olio 24 mesi/30.000 km*08TF Protezione pedoni attiva*Nero Tessuto*british-racing-green metallic*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,24 mesi,NA,Altro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINI ,Countryman,"Pavia - Pv, IT","€ 19.800,-",-0,60 Mesi,"€ 19.800,-","€ 24.277,20","8,67 %","8,00 %","€ 401,47",SUV/Fuoristrada/Pick-up,Usato,Anteriore,5,5,U_1217727,NA,46.105 km,03/2017,NA,100 kW (136 CV),Automatico,1.499 cm³,6,3,1.465 kg,Benzina,"5,5 l/100 km (comb.)6,6 l/100 km (urbano)4,9 l/100 km (extraurbano)",126 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Argento,Melting Silver,NA,NA,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Park distance control*Sedile passeggero ribaltabile*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Android Auto*Autoradio*Bluetooth*Computer di bordo*USB*ABS*Airbag conducente*Chiusura centralizzata*ESP*Fari LED*Fendinebbia*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Cerchi in lega da 17*Climatizzatore automatico a due zone*Cromature esterne*Fari a Led*Fendinebbia*Impianto audio*MINI Connected*Melting Silver*Pacchetto*Regolatore di velocità - Cruise Control*Selettore stile di guida*Specchietti retrovisori elettrici*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",12 mesi,NA,Nero,NA,NA,NA,NA,NA,"€ 1.195,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINI ,Countryman,"Caresanablot - Vercelli, IT","€ 24.900,-",-0,84 Mesi,"€ 24.900,-","€ 33.806,36","9,56 %","8,50 %","€ 398,29",SUV/Fuoristrada/Pick-up,Usato,4x4,5,5,7771758,NA,52.636 km,07/2018,2018,100 kW (136 CV),Automatico,1.499 cm³,6,3,1.660 kg,NA,"1,9 l/100 km (comb.)",55 g/km (comb.),Euro 6,Comfort,Intrattenimento / Media,Sicurezza,Extra,Verde,Verde,Altro,Altro,"Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Controllo automatico clima*Sensore di luminosità*Sensore di pioggia*Sistema di navigazione*Start/Stop Automatico*Volante in pelle*Volante multifunzione*Autoradio*Bluetooth*Computer di bordo*USB*Airbag laterali*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Immobilizzatore elettronico*Isofix*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Kit fumatori*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",Corrente elettrica ,"€ 0,-",12 mesi,NA,NA,NA,01/2024,1,NA,07/2024,"€ 1.090,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
